id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD016711,CLI01272,P018,2022-07-09,1,1799,livré,Casablanca,Virement bancaire,,2022-07-13
CMD031176,CLI03022,P012,Feb 05 2023,1,7999,livre,Tanger,Cash à la livraison,LIV001,2023-02-10
CMD008901,CLI04374,P007,Oct 24 2023,1,0,LIVRE,Rabat,Google Pay,LIV005,2023-10-29
CMD043986,CLI04248,P019,22/10/2024,1,1299,livré,Tanger,Cash à la livraison,LIV006,2024-11-01
CMD013447,CLI00928,P028,2022-05-21,1,0,KO,Marrakech,Western Union,LIV012,2022-05-27
CMD014962,CLI01923,P028,08/02/2023,2,599,livré,Fès,Virement bancaire,LIV010,2023-02-15
CMD016476,CLI04369,P008,Jul 02 2022,-1,1299,OK,Tanger,Carte bancaire,,2022-07-04
CMD020002,CLI01810,P006,29/12/2024,1,3499,LIVRE,Rabat,Apple Pay,LIV006,2025-01-07
CMD014987,CLI00421,P017,24/02/2024,1,2199,DONE,Tanger,Cash à la livraison,LIV013,2024-02-25
CMD018329,CLI04042,P032,17/07/2022,1,1299,LIVRE,Tanger,Apple Pay,LIV007,2022-07-23
CMD021618,CLI04296,P030,Jan 01 2024,3,899,LIVRE,Fès,Wafacash,LIV005,2024-01-10
CMD042018,CLI03032,P007,Feb 06 2022,1,2299,livré,Oujda,Virement bancaire,LIV013,2022-02-16
CMD029845,CLI01129,P006,19/12/2024,1,3499,livré,Fès,PayPal,,2024-12-21
CMD020018,CLI00262,P017,29/10/2024,1,2199,DONE,Tanger,Cash à la livraison,LIV006,2024-11-08
CMD027463,CLI02954,P007,25/10/2024,1,2299,DONE,Casablanca,Western Union,LIV008,2024-11-01
CMD017483,CLI03474,P030,30/10/2024,1,899,livré,Rabat,Wafacash,LIV005,2024-11-04
CMD047525,CLI02910,P028,03/03/2023,1,599,DONE,tangier,Carte bancaire,LIV010,2023-03-11
CMD035900,CLI02659,P008,May 17 2022,1,1299,livre,Nador,Wafacash,,2022-05-22
CMD016297,CLI00467,P008,Dec 13 2024,2,1299,LIVRE,Rabat,Cash à la livraison,LIV001,2024-12-15
CMD009275,CLI02300,P006,23/10/2022,1,3499,livré,RABAT,Apple Pay,LIV001,2022-11-01
CMD040897,CLI00366,P035,2024-11-16,-1,699,livre,Casablanca,Apple Pay,,2024-11-21
CMD018877,CLI03109,P023,Jan 09 2022,1,1299,retourné,Rabat,Western Union,LIV009,2022-01-11
CMD003932,CLI02721,P026,2024-08-17,2,1499,OK,Casablanca,Google Pay,,2024-08-18
CMD006341,CLI02892,P016,30/01/2024,2,4299,DONE,dar beida,Western Union,LIV012,2024-02-05
CMD003349,CLI00790,P040,Sep 26 2024,4,149,LIVRE,tanger,Western Union,LIV008,2024-09-28
CMD023762,CLI04196,P013,Oct 19 2023,1,5499,DONE,Tanger,Google Pay,LIV002,2023-10-24
CMD020723,CLI00434,P035,2024-05-22,1,699,LIVRE,Tnja,Wafacash,LIV004,2024-05-23
CMD013198,CLI01650,P023,Jul 17 2023,1,1299,LIVRE,Marrakech,Virement bancaire,LIV015,2023-07-25
CMD003853,CLI01893,P050,2023-03-05,1,22,livre,Fès,Virement bancaire,,2023-03-08
CMD012814,CLI03260,P001,Jun 17 2024,1,12999,annule,Marrakech,Wafacash,LIV015,2024-06-26
CMD029554,CLI01905,P012,Apr 01 2023,1,7999,en_cours,El Jadida,Western Union,LIV011,2023-04-10
CMD026346,CLI00939,P013,2023-06-03,2,5499,DONE,Tanger,Carte bancaire,LIV015,2023-06-04
CMD005729,CLI01961,P009,02/03/2022,1,13999,livre,Tanger,Cash à la livraison,LIV008,2022-03-10
CMD006810,CLI00858,P023,2024-09-02,3,1299,LIVRE,Rabat,Google Pay,LIV002,2024-09-12
CMD047485,CLI03324,P037,Jul 29 2023,3,249,annule,tanger,Cash à la livraison,LIV010,2023-08-04
CMD029098,CLI02753,P029,01/12/2023,1,899,DONE,Tanger,Virement bancaire,LIV003,2023-12-06
CMD022708,CLI00576,P026,2023-12-15,0,1499,DONE,KENITRA,Western Union,LIV007,2023-12-23
CMD032207,CLI02414,P017,2022-01-11,1,2199,DONE,Meknès,PayPal,LIV003,2022-01-12
CMD045142,CLI04803,P041,14/10/2024,1,89,LIVRE,Fès,Carte bancaire,LIV002,2024-10-15
CMD029472,CLI01704,P042,02/08/2023,2,129,LIVRE,Safi,Google Pay,LIV009,2023-08-04
CMD022602,CLI01994,P049,17/12/2024,1,79,DONE,Casablanca,Wafacash,LIV007,2024-12-21
CMD035733,CLI03575,P030,Jul 25 2022,1,899,livré,Rabat,PayPal,LIV002,2022-07-29
CMD041590,CLI02594,P041,25/07/2022,1,89,livré,tanja,Western Union,LIV001,2022-08-02
CMD015885,CLI04798,P006,25/03/2023,1,3499,annule,Casablanca,Cash à la livraison,LIV015,2023-04-03
CMD017912,CLI01536,P007,2024-06-02,1,2299,livre,Meknès,Cash à la livraison,LIV011,2024-06-05
CMD031225,CLI00436,P012,18/02/2022,4,7999,livre,Tanger,Wafacash,LIV001,2022-02-26
CMD017403,CLI01719,P006,Dec 30 2024,1,3499,livre,Casablanca,Cash à la livraison,LIV010,2025-01-05
CMD013832,CLI03275,P012,Mar 02 2023,1,7999,OK,tanger,Western Union,LIV015,2023-03-04
CMD012037,CLI00602,P009,11/06/2022,1,13999,DONE,casa,PayPal,LIV009,2022-06-15
CMD026264,CLI04588,P029,20/06/2023,1,899,livré,mkch,PayPal,LIV013,2023-06-21
CMD008452,CLI03009,P024,2023-04-22,1,799,DONE,Tnja,Apple Pay,LIV008,2023-04-26
CMD003965,CLI02525,P012,2023-12-02,3,7999,DONE,tng,Virement bancaire,LIV004,2023-12-06
CMD018567,CLI04695,P033,13/06/2022,4,1499,livre,Casablanca,Virement bancaire,LIV005,2022-06-19
CMD001347,CLI03824,P037,2023-05-29,1,249,en_cours,Tétouan,Virement bancaire,LIV004,2023-06-04
CMD010837,CLI04314,P007,25/01/2023,2,2299,livre,Casablanca,Carte bancaire,LIV011,2023-01-26
CMD037124,CLI03498,P021,05/12/2022,1,799,LIVRE,Rabat,Wafacash,LIV003,2022-12-11
CMD017821,CLI02405,P001,Dec 01 2023,1,12999,OK,Casablanca,PayPal,LIV012,2023-12-03
CMD016882,CLI02812,P027,Apr 29 2024,4,699,DONE,Casablanca,Wafacash,LIV013,2024-05-07
CMD038678,CLI02942,P025,Oct 18 2023,2,499,DONE,Casablanca,PayPal,LIV014,2023-10-23
CMD021496,CLI00444,P002,Apr 02 2023,1,9499,annule,Tanger,Apple Pay,LIV003,2023-04-11
CMD015291,CLI03034,P002,Apr 21 2023,1,9499,DONE,Tanger,Virement bancaire,LIV010,2023-04-28
CMD028648,CLI03216,P019,15/02/2024,2,1299,livre,Tanger,Cash à la livraison,LIV012,2024-02-24
CMD037281,CLI04035,P034,2024-03-01,1,599,livré,Casablanca,Western Union,LIV007,2024-03-08
CMD005238,CLI04540,P016,Jun 12 2024,1,4299,DONE,Fès,Carte bancaire,,2024-06-14
CMD031568,CLI02061,P046,12/10/2024,1,35,livre,Fès,Western Union,LIV011,2024-10-21
CMD019381,CLI02104,P016,14/05/2023,1,4299,DONE,Fès,PayPal,LIV005,2023-05-24
CMD006464,CLI04654,P045,2022-01-02,2,49,livre,Casablanca,Google Pay,,2022-01-05
CMD037108,CLI00909,P036,02/12/2022,4,899,en_cours,Rabat,Western Union,LIV001,2022-12-07
CMD049871,CLI01981,P018,04/01/2023,1,1799,KO,Casablanca,Virement bancaire,LIV009,2023-01-10
CMD000913,CLI03254,P013,2024-05-19,1,0,livré,marrakesh,Apple Pay,LIV015,2024-05-28
CMD025679,CLI01175,P030,Dec 01 2024,0,899,livre,Tanger,PayPal,LIV009,2024-12-11
CMD048518,CLI02811,P012,2022-07-24,1,7999,LIVRE,tanger,Western Union,LIV008,2022-08-03
CMD046597,CLI03869,P048,14/04/2024,4,69,retourne,Casablanca,Western Union,LIV001,2024-04-20
CMD013247,CLI03646,P001,2022-03-20,1,12999,livre,Fès,Wafacash,LIV004,2022-03-21
CMD006870,CLI01913,P012,03/06/2024,-2,7999,annule,Casablanca,PayPal,LIV001,2024-06-12
CMD008661,CLI01728,P007,2022-02-03,5,2299,en_cours,Tanger,Western Union,LIV013,2022-02-06
CMD029133,CLI04020,P034,2022-02-08,1,599,LIVRE,Casablanca,Carte bancaire,LIV014,2022-02-16
CMD027653,CLI02574,P009,Apr 19 2024,0,13999,retourné,Tanger,Wafacash,LIV006,2024-04-29
CMD002314,CLI01371,P029,Apr 30 2023,1,899,LIVRE,Marrakech,Cash à la livraison,LIV002,2023-05-05
CMD039334,CLI00938,P005,2024-04-25,2,2799,OK,Fès,Cash à la livraison,LIV005,2024-05-01
CMD028472,CLI04140,P035,2024-12-17,-1,699,livre,Tanger,Google Pay,LIV010,2024-12-26
CMD049223,CLI01646,P008,Mar 23 2023,1,1299,livre,Tanger,Carte bancaire,LIV010,2023-03-27
CMD033365,CLI01000,P018,2024-12-17,2,1799,DONE,Tanger,Apple Pay,LIV001,2024-12-24
CMD041760,CLI04970,P015,31/12/2023,1,14999,LIVRE,Tanger,PayPal,LIV006,2024-01-05
CMD015958,CLI01170,P027,Apr 03 2022,1,699,livré,Casablanca,PayPal,LIV008,2022-04-07
CMD008347,CLI03579,P009,2024-07-13,1,13999,livre,Tanger,PayPal,,2024-07-14
CMD030139,CLI01500,P032,2024-03-26,1,1299,DONE,Rabat,Western Union,LIV010,2024-03-27
CMD021161,CLI04149,P010,May 07 2022,1,6499,livre,dar beida,Apple Pay,LIV013,2022-05-13
CMD021086,CLI01004,P014,2022-07-30,1,8999,livré,Rabat,Cash à la livraison,LIV014,2022-08-05
CMD049298,CLI04106,P001,Dec 29 2024,1,12999,OK,Casablanca,Carte bancaire,LIV009,2024-12-31
CMD024189,CLI01952,P020,2024-08-31,2,2899,livre,Agadir,Wafacash,LIV001,2024-09-04
CMD023543,CLI02002,P031,Apr 09 2022,1,349,KO,tanja,Cash à la livraison,LIV003,2022-04-19
CMD041417,CLI02640,P020,2024-04-07,1,2899,LIVRE,Casablanca,Wafacash,LIV004,2024-04-13
CMD002480,CLI03412,P047,2023-06-14,1,29,OK,Meknès,Google Pay,LIV005,2023-06-19
CMD048857,CLI03585,P006,2024-06-13,1,3499,LIVRE,Tanger,Google Pay,LIV004,2024-06-14
CMD040366,CLI02501,P014,2022-05-03,1,8999,en_cours,Marrakech,Wafacash,LIV010,2022-05-08
CMD036104,CLI00643,P008,05/10/2023,1,1299,LIVRE,rabat,Apple Pay,LIV009,2023-10-13
CMD036658,CLI03600,P049,2023-08-30,3,79,LIVRE,Tanger,Google Pay,LIV003,2023-09-01
CMD011758,CLI00056,P033,Aug 23 2024,1,1499,livre,tng,Google Pay,LIV006,2024-08-26
CMD048198,CLI01360,P039,2024-10-17,1,189,livré,Tanger,Wafacash,LIV012,2024-10-23
CMD028855,CLI04965,P002,09/10/2024,1,9499,livre,tangier,Apple Pay,,2024-10-10
CMD048075,CLI00072,P031,Nov 30 2023,1,349,LIVRE,Agadir,Apple Pay,,2023-12-02
CMD046185,CLI00771,P004,01/02/2024,3,3999,LIVRE,Casablanca,Carte bancaire,LIV005,2024-02-02
CMD026088,CLI03589,P027,07/07/2024,1,699,LIVRE,Casablanca,Western Union,LIV015,2024-07-17
CMD012140,CLI02578,P003,Jan 07 2022,1,11999,OK,Tanger,Apple Pay,LIV015,2022-01-08
CMD003484,CLI01690,P002,2024-03-09,1,9499,livré,Taza,Virement bancaire,LIV009,2024-03-14
CMD049279,CLI00122,P023,2022-09-01,1,1299,livré,Marrakech,Virement bancaire,LIV014,2022-09-08
CMD013201,CLI04527,P008,20/03/2022,1,1299,LIVRE,Tanger,Google Pay,,2022-03-29
CMD014645,CLI01698,P047,2023-02-17,1,29,LIVRE,Kenitra,Virement bancaire,LIV007,2023-02-20
CMD021577,CLI04855,P028,May 01 2023,1,599,livre,Tétouan,PayPal,LIV014,2023-05-07
CMD035581,CLI02925,P017,03/01/2024,1,2199,en_cours,fes,Wafacash,,2024-01-11
CMD000149,CLI00626,P032,Dec 18 2024,1,1299,livre,Tanger,Carte bancaire,LIV006,2024-12-24
CMD018070,CLI01605,P008,Dec 13 2022,1,1299,LIVRE,Rabat,Apple Pay,,2022-12-18
CMD002607,CLI00509,P001,13/12/2022,1,12999,LIVRE,Fès,Cash à la livraison,LIV003,2022-12-23
CMD010530,CLI02955,P028,10/12/2024,5,599,livre,Tétouan,PayPal,,2024-12-11
CMD048346,CLI01091,P023,Sep 18 2024,1,1299,annulé,Tanger,Google Pay,LIV001,2024-09-24
CMD018371,CLI03626,P014,2022-09-26,1,8999,LIVRE,Marrakech,Carte bancaire,LIV007,2022-10-04
CMD028203,CLI00194,P028,18/01/2023,0,599,livré,Tanger,Virement bancaire,LIV002,2023-01-25
CMD009999,CLI04278,P008,2024-12-08,2,1299,DONE,Casablanca,Cash à la livraison,,2024-12-17
CMD011396,CLI00273,P031,Jun 13 2022,1,349,livre,Marrakech,Carte bancaire,LIV001,2022-06-17
CMD028653,CLI00292,P002,2022-07-28,2,9499,livre,Casablanca,PayPal,LIV006,2022-08-02
CMD039779,CLI03670,P034,2022-06-23,1,599,DONE,Tanger,Wafacash,LIV009,2022-06-28
CMD039838,CLI00438,P026,03/12/2024,1,1499,annulé,Rabat,Western Union,LIV015,2024-12-07
CMD036403,CLI00853,P008,19/03/2024,1,1299,OK,Agadir,Virement bancaire,LIV004,2024-03-21
CMD045250,CLI03540,P027,2022-03-03,1,699,livre,CASABLANCA,PayPal,LIV007,2022-03-05
CMD048171,CLI01571,P018,2022-09-10,1,1799,OK,Marrakech,PayPal,LIV014,2022-09-17
CMD014717,CLI02188,P034,2022-07-28,1,599,LIVRE,Casablanca,Western Union,LIV009,2022-08-05
CMD000666,CLI03660,P005,Apr 27 2024,1,2799,DONE,Tanger,PayPal,LIV011,2024-05-02
CMD024609,CLI01169,P008,2022-04-06,1,1299,livré,Kenitra,Cash à la livraison,LIV013,2022-04-14
CMD006322,CLI04764,P011,2022-09-08,2,5999,retourné,Tanger,PayPal,LIV014,2022-09-16
CMD022214,CLI00486,P002,19/04/2024,-1,9499,livre,Tanger,Cash à la livraison,LIV009,2024-04-26
CMD047148,CLI03039,P007,2024-10-09,1,2299,retourné,tangier,Cash à la livraison,LIV008,2024-10-16
CMD047652,CLI01699,P019,Mar 19 2022,1,1299,LIVRE,Marrakech,Cash à la livraison,LIV004,2022-03-26
CMD002742,CLI00737,P002,Nov 20 2024,2,9499,livre,Rabat,Wafacash,LIV004,2024-11-21
CMD036746,CLI02900,P014,Jun 23 2023,1,8999,DONE,tangier,Cash à la livraison,LIV012,2023-07-02
CMD022841,CLI02696,P045,2023-06-19,1,49,annulé,Casablanca,Virement bancaire,LIV013,2023-06-24
CMD042892,CLI00935,P032,Jun 24 2023,3,1299,DONE,Casablanca,PayPal,LIV005,2023-06-29
CMD042141,CLI04259,P039,12/10/2022,2,189,livre,Casablanca,Virement bancaire,LIV003,2022-10-16
CMD026632,CLI01277,P026,Apr 06 2024,1,1499,livre,rabat,Carte bancaire,LIV005,2024-04-12
CMD026087,CLI01384,P006,29/05/2023,1,3499,livre,Agadir,Carte bancaire,LIV013,2023-05-30
CMD026375,CLI02675,P049,Feb 27 2024,1,79,annule,Meknès,Virement bancaire,LIV007,2024-03-03
CMD028758,CLI01361,P003,28/09/2024,2,11999,en_cours,Tanger,Apple Pay,LIV014,2024-10-04
CMD014664,CLI04788,P005,2024-10-22,1,2799,DONE,Fès,Google Pay,,2024-10-26
CMD044849,CLI03452,P009,2022-09-21,4,13999,livré,AGADIR,Virement bancaire,LIV014,2022-09-23
CMD021336,CLI02503,P024,Dec 15 2024,1,799,livré,Marrakech,Carte bancaire,LIV003,2024-12-24
CMD006310,CLI01537,P003,27/11/2022,1,11999,LIVRE,Tanger,PayPal,,2022-11-30
CMD014425,CLI02798,P010,Jan 26 2022,1,6499,DONE,Casablanca,Carte bancaire,LIV001,2022-02-02
CMD047741,CLI02050,P030,2022-01-27,2,899,LIVRE,Tanger,Virement bancaire,LIV005,2022-02-05
CMD004526,CLI01159,P014,Nov 03 2023,1,8999,OK,AGADIR,PayPal,LIV006,2023-11-10
CMD005184,CLI03946,P015,Jun 26 2023,1,14999,annule,Rabat,PayPal,LIV009,2023-06-27
CMD006645,CLI01575,P006,2023-07-16,1,3499,livre,Tanger,Carte bancaire,LIV013,2023-07-19
CMD018574,CLI02604,P021,2024-08-15,2,799,livre,Casablanca,PayPal,LIV001,2024-08-19
CMD016355,CLI02767,P004,Jun 15 2023,0,3999,LIVRE,Agadir,Cash à la livraison,,2023-06-23
CMD018389,CLI03248,P001,2023-10-24,2,12999,LIVRE,Tanger,Virement bancaire,,2023-10-28
CMD042413,CLI03794,P017,Feb 15 2023,1,2199,livré,Rabat,Cash à la livraison,LIV001,2023-02-18
CMD020274,CLI03353,P008,Jun 01 2022,1,1299,livre,Oujda,Carte bancaire,LIV004,2022-06-09
CMD038480,CLI02856,P024,20/04/2023,3,799,livré,Tanger,Cash à la livraison,LIV001,2023-04-25
CMD043716,CLI04024,P013,Mar 12 2022,2,5499,LIVRE,tangier,Virement bancaire,LIV006,2022-03-20
CMD001663,CLI01844,P020,Dec 27 2022,-2,2899,OK,Tanger,Virement bancaire,LIV002,2022-12-30
CMD017273,CLI00849,P007,Apr 08 2023,1,2299,livré,Tanger,Wafacash,LIV013,2023-04-10
CMD006461,CLI04721,P018,Aug 27 2024,1,1799,DONE,tanger,Virement bancaire,LIV008,2024-09-03
CMD044957,CLI01203,P002,Mar 02 2022,2,0,livré,Casablanca,PayPal,LIV010,2022-03-04
CMD032575,CLI03116,P001,2022-03-26,1,12999,LIVRE,Casablanca,Western Union,LIV004,2022-03-27
CMD028007,CLI01241,P021,Oct 31 2024,1,799,annule,Tanger,Virement bancaire,LIV008,2024-11-07
CMD019620,CLI00208,P001,2022-12-01,1,12999,DONE,Meknès,Western Union,,2022-12-05
CMD019634,CLI03268,P009,Jan 18 2023,1,13999,LIVRE,Casablanca,Apple Pay,LIV003,2023-01-19
CMD030727,CLI03661,P006,Apr 02 2024,1,3499,livré,Tanger,Carte bancaire,LIV006,2024-04-03
CMD015153,CLI01357,P046,2022-05-24,2,35,DONE,Casablanca,Cash à la livraison,LIV005,2022-05-28
CMD008757,CLI02794,P021,2023-04-12,2,799,LIVRE,Casablanca,Western Union,LIV008,2023-04-20
CMD044023,CLI00840,P050,03/11/2022,2,22,livré,tangier,Carte bancaire,LIV010,2022-11-12
CMD034559,CLI03852,P001,12/11/2022,3,0,livre,Tanger,PayPal,LIV003,2022-11-21
CMD041191,CLI01352,P002,2023-05-27,2,9499,retourne,Tanger,Virement bancaire,LIV014,2023-05-28
CMD043360,CLI03353,P021,2023-09-07,2,799,annule,Casablanca,Virement bancaire,LIV005,2023-09-09
CMD026529,CLI02203,P033,25/05/2024,0,1499,annule,Tanger,PayPal,LIV001,2024-06-03
CMD021902,CLI00677,P006,Mar 25 2022,2,3499,livre,Casablanca,Google Pay,,2022-03-28
CMD033891,CLI04365,P016,18/05/2023,5,4299,livre,Casablanca,Virement bancaire,LIV004,2023-05-27
CMD041348,CLI04421,P037,2024-10-13,1,249,DONE,Casablanca,Virement bancaire,LIV014,2024-10-22
CMD006707,CLI02627,P018,2023-09-24,1,1799,livré,Tanger,Wafacash,LIV002,2023-09-25
CMD011567,CLI03216,P031,May 22 2023,1,349,KO,Meknès,Apple Pay,LIV014,2023-05-25
CMD045686,CLI01531,P020,Jan 21 2022,1,2899,LIVRE,tanja,Virement bancaire,LIV015,2022-01-24
CMD049399,CLI02597,P032,09/04/2024,2,1299,DONE,Casablanca,Virement bancaire,LIV007,2024-04-17
CMD031105,CLI03795,P025,Jun 30 2024,2,499,LIVRE,Agadir,Cash à la livraison,LIV014,2024-07-04
CMD031144,CLI03613,P013,09/02/2024,1,5499,livré,Marrakech,Carte bancaire,LIV009,2024-02-17
CMD026746,CLI00849,P009,Dec 20 2024,2,13999,DONE,Tanger,Virement bancaire,LIV006,2024-12-24
CMD010823,CLI01097,P001,24/07/2023,1,12999,LIVRE,Tanger,Cash à la livraison,,2023-08-02
CMD026987,CLI02590,P024,11/06/2023,2,799,LIVRE,Tanger,Cash à la livraison,LIV014,2023-06-13
CMD018959,CLI00446,P023,2024-04-05,1,1299,DONE,Tnja,PayPal,LIV010,2024-04-11
CMD011100,CLI02848,P015,2022-03-06,1,14999,DONE,Tanger,Cash à la livraison,LIV007,2022-03-07
CMD049275,CLI04814,P023,2023-05-05,-1,1299,livré,Agadir,Google Pay,LIV005,2023-05-15
CMD044157,CLI02649,P032,13/07/2024,1,0,livré,Fès,Western Union,LIV004,2024-07-17
CMD022304,CLI00338,P004,Mar 15 2023,1,3999,livré,Tanger,Apple Pay,LIV008,2023-03-22
CMD020175,CLI04979,P034,02/01/2024,1,599,livre,tanger,Cash à la livraison,LIV002,2024-01-11
CMD004249,CLI03099,P014,2022-05-23,-2,8999,LIVRE,FES,Wafacash,LIV008,2022-05-25
CMD008510,CLI03609,P033,2024-10-27,1,1499,DONE,Rabat,Western Union,LIV013,2024-11-05
CMD022058,CLI03861,P016,30/09/2023,1,4299,DONE,Casablanca,Google Pay,LIV002,2023-10-06
CMD041785,CLI00646,P005,Jun 08 2022,2,2799,retourné,Casablanca,Apple Pay,LIV013,2022-06-15
CMD049760,CLI01574,P006,Feb 01 2024,2,3499,LIVRE,Tanger,Google Pay,LIV003,2024-02-04
CMD006439,CLI02039,P012,22/04/2024,1,7999,livre,Rabat,Western Union,LIV005,2024-04-28
CMD033677,CLI01724,P027,04/12/2024,4,699,en_cours,Tanger,Apple Pay,LIV011,2024-12-11
CMD023372,CLI02801,P032,2023-06-01,2,1299,LIVRE,Casablanca,Google Pay,LIV001,2023-06-06
CMD041919,CLI02660,P025,Mar 23 2022,1,499,livré,Agadir,Western Union,LIV007,2022-03-31
CMD028826,CLI01590,P001,2023-12-28,1,12999,retourné,tangier,Virement bancaire,LIV009,2024-01-03
CMD032656,CLI02875,P034,19/03/2023,2,599,retourné,Agadir,PayPal,LIV002,2023-03-24
CMD042593,CLI02378,P019,29/03/2024,2,1299,livré,Rabat,Carte bancaire,LIV009,2024-04-04
CMD033800,CLI01672,P004,Jul 07 2024,1,3999,DONE,mkch,Apple Pay,,2024-07-13
CMD032709,CLI00925,P005,2023-10-13,0,2799,livré,Casablanca,Western Union,LIV009,2023-10-18
CMD044311,CLI03895,P008,Aug 27 2024,2,1299,retourne,Tanger,Apple Pay,LIV002,2024-08-28
CMD029522,CLI00969,P031,Aug 25 2022,4,349,DONE,Tanger,Western Union,LIV012,2022-08-30
CMD019946,CLI04694,P003,28/04/2024,1,11999,livre,Rabat,Western Union,LIV001,2024-05-08
CMD019716,CLI02583,P005,2022-05-28,1,2799,LIVRE,Tanger,PayPal,LIV001,2022-06-01
CMD029785,CLI01811,P026,2024-05-21,2,1499,DONE,Tanger,Virement bancaire,LIV014,2024-05-27
CMD034257,CLI02209,P008,Jul 16 2023,4,1299,KO,Agadir,Wafacash,LIV002,2023-07-19
CMD022287,CLI03942,P012,Apr 02 2024,3,7999,LIVRE,Tanger,Cash à la livraison,LIV002,2024-04-06
CMD005137,CLI01470,P009,27/12/2023,2,13999,livré,Marrakech,PayPal,LIV011,2024-01-01
CMD004869,CLI02393,P004,22/02/2024,1,3999,annule,Marrakech,Virement bancaire,LIV013,2024-02-23
CMD010142,CLI03485,P010,11/05/2024,1,6499,livre,TANGER,Virement bancaire,LIV011,2024-05-16
CMD033664,CLI01716,P001,01/08/2022,3,12999,livre,TANGER,Google Pay,LIV004,2022-08-08
CMD041457,CLI00581,P011,21/07/2022,1,5999,retourne,tanja,Virement bancaire,LIV009,2022-07-27
CMD012411,CLI04563,P003,21/03/2024,3,11999,livré,Taza,Carte bancaire,LIV004,2024-03-31
CMD023233,CLI02323,P024,2022-08-19,1,799,livré,Tanger,Wafacash,LIV012,2022-08-27
CMD031690,CLI00725,P037,Sep 07 2024,1,249,retourne,TANGER,PayPal,LIV008,2024-09-13
CMD047810,CLI04325,P049,Nov 04 2023,1,79,OK,Agadir,Carte bancaire,LIV009,2023-11-12
CMD021857,CLI00014,P017,15/03/2024,1,2199,livre,Rabat,Cash à la livraison,LIV003,2024-03-21
CMD025362,CLI02716,P034,2023-06-02,2,599,LIVRE,Tanger,Apple Pay,LIV004,2023-06-04
CMD017538,CLI02435,P020,27/11/2022,2,2899,livré,Agadir,Cash à la livraison,LIV004,2022-11-29
CMD031840,CLI04292,P038,Jun 11 2023,1,299,LIVRE,Oujda,Virement bancaire,,2023-06-16
CMD035167,CLI03995,P016,18/05/2022,2,4299,LIVRE,Casablanca,Western Union,LIV007,2022-05-25
CMD029005,CLI00851,P003,11/03/2023,1,11999,LIVRE,Casablanca,Google Pay,LIV006,2023-03-15
CMD034572,CLI01745,P004,23/09/2024,1,3999,en_cours,Tanger,Virement bancaire,LIV012,2024-09-29
CMD039572,CLI01709,P040,2024-06-18,2,149,DONE,Tanger,Virement bancaire,LIV011,2024-06-23
CMD035598,CLI02657,P020,17/08/2023,1,2899,LIVRE,Taza,Cash à la livraison,LIV001,2023-08-23
CMD033810,CLI00144,P004,Nov 23 2024,1,3999,LIVRE,Nador,Western Union,LIV008,2024-11-26
CMD000002,CLI03853,P027,Mar 26 2022,1,699,livre,CASABLANCA,Google Pay,LIV005,2022-03-31
CMD012006,CLI03013,P017,2023-10-10,1,2199,livre,Tanger,Carte bancaire,LIV013,2023-10-17
CMD048436,CLI03702,P030,18/05/2023,-2,899,en_cours,fez,Google Pay,LIV006,2023-05-21
CMD034068,CLI01538,P044,13/04/2024,1,89,OK,Tétouan,Wafacash,LIV012,2024-04-21
CMD005633,CLI00592,P042,11/01/2024,1,129,livré,Agadir,Western Union,LIV009,2024-01-13
CMD008853,CLI01688,P002,2024-07-04,1,9499,KO,Marrakech,Apple Pay,LIV001,2024-07-11
CMD005704,CLI00312,P014,13/11/2024,1,8999,retourne,casablanca,PayPal,LIV001,2024-11-20
CMD020441,CLI00378,P014,2022-08-04,3,8999,OK,tanger,Virement bancaire,LIV006,2022-08-09
CMD015118,CLI02893,P011,11/05/2022,1,5999,livré,Tanger,Google Pay,LIV004,2022-05-19
CMD041160,CLI00908,P011,2023-05-03,2,5999,livre,Tanger,PayPal,LIV007,2023-05-04
CMD014979,CLI00105,P040,Oct 22 2022,2,149,DONE,El Jadida,Carte bancaire,LIV007,2022-10-29
CMD023706,CLI01599,P043,Apr 29 2024,2,59,livre,Casablanca,Western Union,LIV012,2024-05-08
CMD010639,CLI04915,P007,22/09/2022,1,2299,DONE,Casablanca,PayPal,,2022-09-25
CMD033000,CLI04044,P043,2024-01-22,1,59,DONE,Marrakech,Western Union,LIV009,2024-01-25
CMD011796,CLI01909,P005,2022-05-03,1,2799,DONE,Oujda,Apple Pay,LIV009,2022-05-12
CMD040903,CLI02130,P001,2024-10-29,1,12999,en_cours,fès,Wafacash,LIV013,2024-11-04
CMD029798,CLI00054,P018,Feb 27 2023,1,1799,annule,Tanger,Google Pay,LIV003,2023-03-01
CMD046732,CLI04985,P021,Dec 12 2022,0,799,livré,Rabat,Cash à la livraison,LIV010,2022-12-18
CMD022867,CLI00019,P030,Aug 07 2024,5,899,en_cours,Casablanca,Wafacash,LIV012,2024-08-13
CMD040859,CLI01348,P050,Aug 04 2022,1,22,livré,Tanger,Western Union,LIV009,2022-08-09
CMD010849,CLI02500,P025,Sep 17 2022,-2,499,livre,TANGER,Cash à la livraison,LIV006,2022-09-26
CMD035313,CLI02689,P034,18/05/2022,1,599,annulé,Casablanca,Cash à la livraison,LIV015,2022-05-24
